NAICS_CODE,PRIMARY_INDICATOR,SOURCE_OF_DATA,CODE_DESCRIPTION,PGM_SYS_ACRNM,PGM_SYS_ID,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_CODE,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,LEGISLATIVE_DIST_NUM,EPA_REGION_CODE,SITE_TYPE_NAME,INTEREST_STATUS_CODE,DATA_QUALITY_CODE,LOCATION_DESCRIPTION,STD_NAME,STD_LOC_ADDRESS,STD_HOUSE_NUMBER,STD_STREET_NAME,STD_BASE_NAME,STD_PREFIX,STD_SUFFIX,STD_STYPE_BEFORE,STD_STYPE_AFTER,STD_POSTAL_CODE,STD_STATE_CODE,STD_CITY_NAME,STD_COUNTY_NAME,STD_COUNTY_FIPS,STD_COUNTRY,STD_FULL_ADDRESS,ADDR_TYPE,LAST_REPORTED_DATE,CREATE_DATE,UPDATE_DATE,USER_ID,PARENT_REGISTRY_ID,SENSITIVE_IND,REVIEW_FLAG,REVIEW_REASON,SMALL_BUS_IND,ENV_JUSTICE_CODE,PUBLIC_IND,ICIS_IDENTIFIER,OBJECTID,GEO_SYS_ACRNM,GEO_SYS_ID,LATITUDE83,LONGITUDE83,CONVEYOR,HDATUM_DESC,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,SCALE,ACCURACY_VALUE,ACCURACY_SCORE,DERIVED_CITY,DERIVED_COUNTY,DERIVED_ZIP,DERIVED_STATE,DERIVED_FIPS,DERIVED_HUC,DERIVED_WBD,DERIVED_CB_2010,DERIVED_CD_113,US_MEXICO_BORDER_IND,OZONE_8HR_1997_AREA_NAME,PB_2008_AREA_NAME,PM25_1997_AREA_NAME,PM25_2006_AREA_NAME,OZONE_8HR_2008_AREA_NAME
"31323",PRIMARY,EIS,NONWOVEN FABRIC MILLS,EIS,13443511,110018667085,BAUER INDUSTRIES INCORPORATED,205 CLINE PARKS DRIVE,,HILDEBRAN,BURKE,37023,NC,NORTH CAROLINA,UNITED STATES,28637-8114,N,,N,,,04,STATIONARY,OPERATING,V,,BAUER IND,205 CLINE PARK DR,205,CLINE PARK DR,CLINE PARK,,,,DR,28637,NC,HILDEBRAN,BURKE COUNTY,37023,US,"205 CLINE PARK DR, HILDEBRAN, NC  28637 US",REGULAR URBAN,14-JAN-17,26-OCT-04,01-JUN-17,KAVUISYA,,,Y,NAME MISMATCH -EIS - 13443511,N,,Y,,36628769,FRS,110018667085,35.71866,-81.41512,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,HILDEBRAN,BURKE COUNTY,28637,NC,37023,03050101,,370230211002059,11,,,,,,
"31323",UNKNOWN,MA-EPICS,NONWOVEN FABRIC MILLS,MA-EPICS,130050,110000309425,HAARTZ CORP,87 HAYWARD RD,,ACTON,MIDDLESEX,25017,MA,MASSACHUSETTS,UNITED STATES,01720,N,,N,,C,01,STATIONARY,,V,,HAARTZ CORPRT,87 HAYWARD RD,87,HAYWARD RD,HAYWARD,,,,RD,01720,MA,ACTON,MIDDLESEX COUNTY,25017,US,"87 HAYWARD RD, ACTON, MA  01720 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,DSMITH04,,N,,,N,,Y,,36951767,FRS,110000309425,42.481123,-71.457142,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,ACTON,MIDDLESEX COUNTY,01720,MA,25017,01070005,,250173632021001,03,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,CTD983871914,110035879608,AHLSTROM NONWOVENS,26 CANAL BANK RD,,WINDSOR LOCKS,HARTFORD,09003,CT,CONNECTICUT,UNITED STATES,06096,N,,N,,07,01,STATIONARY,Y,V,,AHLSTROM NONWOVENS,26 CANAL BANK RD,26,CANAL BANK RD,CANAL BANK,,,,RD,06096,CT,WINDSOR LOCKS,HARTFORD COUNTY,09003,US,"26 CANAL BANK RD, WINDSOR LOCKS, CT  06096 US",REGULAR URBAN,,28-MAY-08,29-JUN-16,KKB,,N,Y,NAME MISMATCH -RCRAINFO - CTD983871914,N,,Y,,27496773,NPDES,CT0000434,41.925376,-72.625924,NPDES,NAD83,INTERPOLATION-MAP,POINT WHERE SUBSTANCE IS RELEASED,,24000,30,50,WINDSOR LOCKS,HARTFORD COUNTY,06096,CT,09003,01080205,010802050105,090034761001045,01,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,KYD068330836,110000380659,FREUDENBERG NONWOVENS,2975 PEMBROKE ROAD,,HOPKINSVILLE,CHRISTIAN,21047,KY,KENTUCKY,USA,42240,N,,N,,01,04,,Y,V,,FREUDENBERG NONWOVENS,2975 PEMBROKE RD,2975,PEMBROKE RD,PEMBROKE,,,,RD,42240,KY,HOPKINSVILLE,CHRISTIAN COUNTY,21047,US,"2975 PEMBROKE RD, HOPKINSVILLE, KY  42240 US",,,01-MAR-00,03-AUG-07,KRAFIQ,,N,Y,NAME MISMATCH -EIS - 7350011,N,,Y,,36773155,FRS,110000380659,36.83172,-87.43952,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,HOPKINSVILLE,CHRISTIAN COUNTY,42240,KY,21047,05130205,,210472003004047,01,,Clarksville-Hopkinsville Area,,,,
"31323",PRIMARY,EIS,NONWOVEN FABRIC MILLS,EIS,10626411,110018857254,AVGOL AMERICA  INC.,178 AVGOL DRIVE,,MOCKSVILLE,DAVIE,37059,NC,NORTH CAROLINA,UNITED STATES,27028-2558,N,,N,,,04,STATIONARY,OPERATING,V,,AVGOL AMER,178 AVGOL DR,178,AVGOL DR,AVGOL,,,,DR,27028,NC,MOCKSVILLE,DAVIE COUNTY,37059,US,"178 AVGOL DR, MOCKSVILLE, NC  27028 US",REGULAR URBAN,14-JAN-17,02-NOV-04,01-JUN-17,JACK_BURFORD,,,,,N,,Y,,35781200,FRS,110018857254,35.87711,-80.56392,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,MOCKSVILLE,DAVIE COUNTY,27028,NC,37059,03040102,,370590806001021,05,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,WID982064016,110041042902,KLEEN TEST PRODUCTS (MERIDIAN INDUSTRIES),603 N. MOORE ROAD,,PORT WASHINGTON,OZAUKEE,55089,WI,WISCONSIN,UNITED STATES,53074-1847,N,,N,,WI,05,STATIONARY,Y,V,,KLEEN TEST PROD MERIDIAN IND,603 N MOORE RD,603,N MOORE RD,MOORE,N,,,RD,53074,WI,PORT WASHINGTON,OZAUKEE COUNTY,55089,US,"603 N MOORE RD, PORT WASHINGTON, WI  53074 US",,,24-MAY-10,14-APR-15,PDIBIANC,,N,Y,NAME MISMATCH -WI-ESR - 122279,,,Y,,37390354,FRS,110041042902,43.39362,-87.88192,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,PORT WASHINGTON,OZAUKEE COUNTY,53074,WI,55089,04030101,,550896302011029,06,,Milwaukee-Racine Area,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,TND078226438,110004977133,TWIG AMERICA INC.,536 MYATT DRIVE,,MADISON,DAVIDSON,47037,TN,TENNESSEE,UNITED STATES,37115-2452,N,,N,,10,04,STATIONARY,Y,V,,TWIG AMER,536 MYATT DR,536,MYATT DR,MYATT,,,,DR,37115,TN,MADISON,DAVIDSON COUNTY,47037,US,"536 MYATT DR, MADISON, TN  37115 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,REFRESH,,N,,,,,Y,,29561764,FRS,110004977133,36.28225,-86.69202,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,MADISON,DAVIDSON COUNTY,37115,TN,47037,05130202,051302020302,470370104013007,05,,,,,,
"31323",SECONDARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,OKR000014803,110001653201,SUSTAINABLE SOLUTIONS INC,300 SE 15TH STREET STE B,,WAGONER,WAGONER,40145,OK,OKLAHOMA,UNITED STATES,74467,N,,N,,,06,STATIONARY,Y,V,,SUSTAINABLE SOLUTIONS,300 SE 15TH ST,300,SE 15TH ST,15TH,SE,,,ST,74467,OK,WAGONER,WAGONER COUNTY,40145,US,"300 SE 15TH ST, WAGONER, OK  74467 US",REGULAR URBAN,,01-MAR-00,04-DEC-14,REFRESH,,N,,,,,Y,,36417395,FRS,110001653201,35.94435,-95.374662,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,WAGONER,WAGONER COUNTY,74467,OK,40145,11070105,,401450301021043,01,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,NJD981181191,110006081042,POLYMER GROUP INC THE,2351 US HWY 130 - PILOT PLANT,,DAYTON,MIDDLESEX,34023,NJ,NEW JERSEY,UNITED STATES,08810-1004,N,,N,,,02,STATIONARY,N,V,,POLYMER GRP,2351 US HIGHWAY 130,2351,US HIGHWAY 130,US HWY 130,,,,,08810,NJ,DAYTON,MIDDLESEX COUNTY,34023,US,"2351 US HIGHWAY 130, DAYTON, NJ  08810 US",,,01-MAR-00,17-OCT-17,REFRESH,,N,,,,,Y,,19983936,RCRAINFO,NJR000005819,40.369428,-74.503972,RCRAINFO,NAD83,INTERPOLATION-PHOTO,FACILITY CENTROID,,12000,25,25,DAYTON,MIDDLESEX COUNTY,08810,NJ,34023,02030105,020301050306,340230085033033,12,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,NCD986187284,110001478730,CHICOPEE INC,1203 SOUTH CHICOPEE ROAD,,BENSON,JOHNSTON,37101,NC,NORTH CAROLINA,UNITED STATES,27504-2121,N,,N,,,04,STATIONARY,Y,V,,CHICOPEE,1203 CHICOPEE RD,1203,CHICOPEE RD,CHICOPEE,,,,RD,27504,NC,BENSON,JOHNSTON COUNTY,37101,US,"1203 CHICOPEE RD, BENSON, NC  27504 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,JACK_BURFORD,,N,Y,NAME MISMATCH -EIS - 8300111,N,,Y,,31999221,TRIS,27504PGNNW1203S,35.369539,-78.551032,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,BENSON,JOHNSTON COUNTY,27504,NC,37101,03030006,,371010414003064,07,,,,,,
"31323",PRIMARY,RCRAINFO,NONWOVEN FABRIC MILLS,RCRAINFO,MND980898001,110003795812,3M - BLDG 76,410 EAST FILLMORE AVENUE,,SAINT PAUL,RAMSEY,27123,MN,MINNESOTA,UNITED STATES,55107-1208,N,,N,,65,05,STATIONARY,Y,V,,3M BLDG 76,410 FILLMORE AVE E,410,FILLMORE AVE E,FILLMORE,,E,,AVE,55107,MN,SAINT PAUL,RAMSEY COUNTY,27123,US,"410 FILLMORE AVE E, SAINT PAUL, MN  55107 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,BIENAIME,,N,,,,,Y,,35730304,FRS,110003795812,44.94371,-93.07453,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,SAINT PAUL,RAMSEY COUNTY,55107,MN,27123,07010206,,271230361001014,04,,,,,,
"3133",PRIMARY,RCRAINFO,TEXTILE AND FABRIC FINISHING AND FABRIC COATING MILLS,RCRAINFO,CAL000062241,110070444571,CITY OF DELANO,725 S LEXINGTON,,DELANO,KERN,06029,CA,CALIFORNIA,UNITED STATES,93215-0000,N,,N,,,09,STATIONARY,Y,V,,CITY OF DELANO,725 S LEXINGTON ST,725,S LEXINGTON ST,LEXINGTON,S,,,ST,93215,CA,DELANO,KERN COUNTY,06029,US,"725 S LEXINGTON ST, DELANO, CA  93215 US",,,02-JAN-19,,REFRESH,,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3133",PRIMARY,RCRAINFO,TEXTILE AND FABRIC FINISHING AND FABRIC COATING MILLS,RCRAINFO,CAL000225294,110070451330,L & P AUTOMOTIVE PAINT & SUPPLY,1261 N LAKEVIEW UNIT C,,ANAHEIM,ORANGE,06059,CA,CALIFORNIA,UNITED STATES,92807-0000,N,,N,,,09,STATIONARY,Y,V,,L AND P AUTO PNT AND SUPL,,,,,,,,,92807,CA,ANAHEIM,ORANGE COUNTY,06059,US,,REGULAR URBAN,,02-JAN-19,,REFRESH,,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3133",PRIMARY,RCRAINFO,TEXTILE AND FABRIC FINISHING AND FABRIC COATING MILLS,RCRAINFO,CAL000177549,110066367684,HARBOR PRODUCTS,15001 LAKEWOOD BLVD,,PARAMOUNT,LOS ANGELES,06037,CA,CALIFORNIA,U.S.A.,90723,N,,N,,,09,STATIONARY,Y,V,,HBR PROD,15001 LAKEWOOD BLVD,15001,LAKEWOOD BLVD,LAKEWOOD,,,,BLVD,90723,CA,PARAMOUNT,LOS ANGELES COUNTY,06037,US,"15001 LAKEWOOD BLVD, PARAMOUNT, CA  90723 US",,10-SEP-15,14-OCT-15,,REFRESH,,N,,,,,Y,,33751997,FRS,110066367684,33.89725,-118.14311,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,PARAMOUNT,LOS ANGELES COUNTY,90723,CA,06037,18070106,,060375535021007,40,N,Los Angeles-South Coast Air Basin Area,Los Angeles County-South Coast Air Basin,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin
"31321",PRIMARY,RCRAINFO,BROADWOVEN FABRIC MILLS,RCRAINFO,CAD981371602,110002684239,PARA TECH ENGINEERING,10770 ROCKVILL #B,,SANTEE,SAN DIEGO,06073,CA,CALIFORNIA,UNITED STATES,92071,N,,N,,,09,STATIONARY,Y,V,,PARA TECH ENGRG,10770 ROCKVILLE ST,10770,ROCKVILLE ST,ROCKVILLE,,,,ST,92071,CA,SANTEE,SAN DIEGO COUNTY,06073,US,"10770 ROCKVILLE ST, SANTEE, CA  92071 US",REGULAR URBAN,,01-MAR-00,29-DEC-14,REFRESH,,N,,,,,Y,,36297568,FRS,110002684239,32.83673,-116.96376,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,SANTEE,SAN DIEGO COUNTY,92071,CA,06073,18070304,,060730166171003,50,Y,San Diego,,,,San Diego County
"31321",PRIMARY,RCRAINFO,BROADWOVEN FABRIC MILLS,RCRAINFO,CAD094449865,110002664386,COLONY CLEANER,2212 ARTESIA BLVD,,REDONDO BEACH,LOS ANGELES,06037,CA,CALIFORNIA,UNITED STATES,90278,N,,N,,4,09,STATIONARY,Y,V,,CLNY CLNR,2212 ARTESIA BLVD,2212,ARTESIA BLVD,ARTESIA,,,,BLVD,90278,CA,REDONDO BEACH,LOS ANGELES COUNTY,06037,US,"2212 ARTESIA BLVD, REDONDO BEACH, CA  90278 US",REGULAR URBAN,,01-MAR-00,08-AUG-10,BATCH,,N,,,,,Y,,31632164,FRS,110002664386,33.87278,-118.371893,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,REDONDO BEACH,LOS ANGELES COUNTY,90278,CA,06037,18070104,,060376206014002,33,N,Los Angeles-South Coast Air Basin Area,Los Angeles County-South Coast Air Basin,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin
