NAICS_CODE,PRIMARY_INDICATOR,SOURCE_OF_DATA,CODE_DESCRIPTION,PGM_SYS_ACRNM,PGM_SYS_ID,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_CODE,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,LEGISLATIVE_DIST_NUM,EPA_REGION_CODE,SITE_TYPE_NAME,INTEREST_STATUS_CODE,DATA_QUALITY_CODE,LOCATION_DESCRIPTION,STD_NAME,STD_LOC_ADDRESS,STD_HOUSE_NUMBER,STD_STREET_NAME,STD_BASE_NAME,STD_PREFIX,STD_SUFFIX,STD_STYPE_BEFORE,STD_STYPE_AFTER,STD_POSTAL_CODE,STD_STATE_CODE,STD_CITY_NAME,STD_COUNTY_NAME,STD_COUNTY_FIPS,STD_COUNTRY,STD_FULL_ADDRESS,ADDR_TYPE,LAST_REPORTED_DATE,CREATE_DATE,UPDATE_DATE,USER_ID,PARENT_REGISTRY_ID,SENSITIVE_IND,REVIEW_FLAG,REVIEW_REASON,SMALL_BUS_IND,ENV_JUSTICE_CODE,PUBLIC_IND,ICIS_IDENTIFIER,OBJECTID,GEO_SYS_ACRNM,GEO_SYS_ID,LATITUDE83,LONGITUDE83,CONVEYOR,HDATUM_DESC,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,SCALE,ACCURACY_VALUE,ACCURACY_SCORE,DERIVED_CITY,DERIVED_COUNTY,DERIVED_ZIP,DERIVED_STATE,DERIVED_FIPS,DERIVED_HUC,DERIVED_WBD,DERIVED_CB_2010,DERIVED_CD_113,US_MEXICO_BORDER_IND,OZONE_8HR_1997_AREA_NAME,PB_2008_AREA_NAME,PM25_1997_AREA_NAME,PM25_2006_AREA_NAME,OZONE_8HR_2008_AREA_NAME
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,CAL000409850,110070423720,RAMONDIN USA INC,541 TECHNOLOGY WAY,,NAPA,NAPA,06055,CA,CALIFORNIA,UNITED STATES,94558-7589,N,,N,,,09,STATIONARY,Y,V,,RAMONDIN US,541 TECHNOLOGY WAY,541,TECHNOLOGY WAY,TECHNOLOGY,,,,WAY,94558,CA,NAPA,NAPA COUNTY,06055,US,"541 TECHNOLOGY WAY, NAPA, CA  94558 US",,,31-DEC-18,,REFRESH,,N,,,,,Y,,39140182,EIS,18769411,38.222226,-122.269481,EIS,NAD83,,,,,,17630,NAPA,NAPA COUNTY,94558,CA,06055,18050002,,060552010051040,05,N,San Francisco Bay Area,,,San Francisco Bay Area,San Francisco Bay Area
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,CAL000415170,110070097707,HUBERGROUP USA INC,13924 MOUNTAIN AVENUE,,CHINO,SAN BERNARDINO COUNTY,06071,CA,CALIFORNIA,USA,91710,N,,N,,,09,STATIONARY,Y,V,,HUBERGROUP US,13924 MOUNTAIN AVE,13924,MOUNTAIN AVE,MOUNTAIN,,,,AVE,91710,CA,CHINO,SAN BERNARDINO COUNTY,06071,US,"13924 MOUNTAIN AVE, CHINO, CA  91710 US",,17-AUG-18,07-AUG-17,,REFRESH,,N,,,N,,Y,,37205217,NPDES,CAZ489213,34.00045,-117.66784,ICIS,NAD83,,,,,,17531,CHINO,SAN BERNARDINO COUNTY,91710,CA,06071,18070203,,060710005042008,35,N,Los Angeles-South Coast Air Basin Area,,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin,Los Angeles-South Coast Air Basin
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,CAL000364581,110070476666,GAN INK & SUPPLY CO INC,3486 DEPOT RD,,HAYWARD,ALAMEDA,06001,CA,CALIFORNIA,UNITED STATES,94545,N,,N,,,09,STATIONARY,Y,V,,GAN INK AND SUPL,3486 DEPOT RD,3486,DEPOT RD,DEPOT,,,,RD,94545,CA,HAYWARD,ALAMEDA COUNTY,06001,US,"3486 DEPOT RD, HAYWARD, CA  94545 US",,,02-JAN-19,,REFRESH,,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32591",UNKNOWN,MA-EPICS,PRINTING INK MANUFACTURING,MA-EPICS,133116,110003420806,BRADY FLAHERTY INK CO INC,8 GRAFTON ST,,WORCESTER,WORCESTER,25027,MA,MASSACHUSETTS,UNITED STATES,01604,N,,N,,C,01,STATIONARY,,V,,BRADY FLAHERTY INK,8 GRAFTON ST,8,GRAFTON ST,GRAFTON,,,,ST,01604,MA,WORCESTER,WORCESTER COUNTY,25027,US,"8 GRAFTON ST, WORCESTER, MA  01604 US",REGULAR URBAN,,01-MAR-00,29-SEP-11,REFRESH,,N,,,,,Y,,35717559,FRS,110003420806,42.26092,-71.79388,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,WORCESTER,WORCESTER COUNTY,01604,MA,25027,01090003,,250277325001001,02,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,GAD059554113,110000788746,CRODA INKS CORP,1040 GRANT STREET,,ATLANTA,FULTON,13121,GA,GEORGIA,UNITED STATES,30315-2077,N,,N,,GC,04,STATIONARY,N,V,,CRODA INKS CORPRT,1040 GRANT ST SE,1040,GRANT ST SE,GRANT,,SE,,ST,30315,GA,ATLANTA,FULTON COUNTY,13121,US,"1040 GRANT ST SE, ATLANTA, GA  30315 US",REGULAR URBAN,,01-MAR-00,31-DEC-15,REFRESH,,,,,N,,Y,,32002760,TRIS,30315CRDNK1040G,33.725,-84.37672,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,ATLANTA,FULTON COUNTY,30315,GA,13121,03070103,,131210053003006,05,,Atlanta Area,,Atlanta,,Atlanta
"32591",UNKNOWN,MA-EPICS,PRINTING INK MANUFACTURING,MA-EPICS,26527,110000795168,GLOBE NEWSPAPER CO,135 MORRISSEY BLVD,,BOSTON,SUFFOLK,25025,MA,MASSACHUSETTS,UNITED STATES,02125-3310,N,,N,,,01,STATIONARY,,V,,GLOBE NWSPPR,135 MORRISSEY BLVD,135,MORRISSEY BLVD,MORRISSEY,,,,BLVD,02125,MA,DORCHESTER,SUFFOLK COUNTY,25025,US,"135 MORRISSEY BLVD, DORCHESTER, MA  02125 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,KKB,,N,Y,NAME MISMATCH -EIS - 6405411,N,,Y,,27431047,EIS,6405411,42.31585,-71.049388,EIS,NAD83,INTERPOLATION-MAP,CENTER OF A FACILITY OR STATION,,,2,50,DORCHESTER,SUFFOLK COUNTY,02125,MA,25025,01090001,010900010704,250250910014002,08,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,GAD051022754,110002101519,MEAD INK PRODUCTS,949 HERNDON ST. NW,,ATLANTA,FULTON,13121,GA,GEORGIA,UNITED STATES,30318,N,,N,,WS,04,STATIONARY,N,V,,MEAD INK PROD,949 HERNDON ST NW,949,HERNDON ST NW,HERNDON,,NW,,ST,30318,GA,ATLANTA,FULTON COUNTY,13121,US,"949 HERNDON ST NW, ATLANTA, GA  30318 US",REGULAR URBAN,,01-MAR-00,31-DEC-15,KAVUISYA,,N,,,,,Y,,35683972,FRS,110002101519,33.78093,-84.42289,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,ATLANTA,FULTON COUNTY,30318,GA,13121,03130002,,131210007002016,05,,Atlanta Area,,Atlanta,,Atlanta
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,IAD048706386,110005743650,MALLARD INK CO,2345 DEAN AVE,,DES MOINES,POLK,19153,IA,IOWA,UNITED STATES,50317,N,,N,,,07,STATIONARY,Y,V,,MALLARD INK,2345 DEAN AVE,2345,DEAN AVE,DEAN,,,,AVE,50317,IA,DES MOINES,POLK COUNTY,19153,US,"2345 DEAN AVE, DES MOINES, IA  50317 US",REGULAR URBAN,,01-MAR-00,26-JAN-12,REFRESH,,N,,,,,Y,,36685767,FRS,110005743650,41.59122,-93.57281,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,DES MOINES,POLK COUNTY,50317,IA,19153,07100008,,191530021006012,03,,,,,,
"32591",UNKNOWN,MA-EPICS,PRINTING INK MANUFACTURING,MA-EPICS,134348,110006504675,WIKOFF COLOR CORP,194 TOSCA DR,,STOUGHTON,NORFOLK,25021,MA,MASSACHUSETTS,UNITED STATES,02072,N,,N,,S,01,STATIONARY,,V,,WIKOFF CLR CORPRT,194 TOSCA DR,194,TOSCA DR,TOSCA,,,,DR,02072,MA,STOUGHTON,NORFOLK COUNTY,25021,US,"194 TOSCA DR, STOUGHTON, MA  02072 US",REGULAR URBAN,,01-MAR-00,29-SEP-11,REFRESH,,N,,,,,Y,,36167990,FRS,110006504675,42.13596,-71.12445,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,STOUGHTON,NORFOLK COUNTY,02072,MA,25021,01090001,,250214563024018,08,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,CAL000420145,110070419114,ABC IMAGING,13573 LARWIN CIRCLE,,SANTA FE SPGS,LOS ANGELES,06037,CA,CALIFORNIA,UNITED STATES,90670,N,,N,,,09,STATIONARY,Y,V,,ABC IMGNG,13573 LARWIN CIR,13573,LARWIN CIR,LARWIN,,,,CIR,90670,CA,SANTA FE SPRINGS,LOS ANGELES COUNTY,06037,US,"13573 LARWIN CIR, SANTA FE SPRINGS, CA  90670 US",,,31-DEC-18,,REFRESH,,N,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,COD133818146,110009559423,BASF INMONT CORP.,11925 EAST 49TH AVENUE,,DENVER,DENVER,08031,CO,COLORADO,UNITED STATES,80239-2705,N,,N,,,08,STATIONARY,N,V,,BASF INMONT CORPRT,11925 E 49TH AVE,11925,E 49TH AVE,49TH,E,,,AVE,80239,CO,DENVER,DENVER COUNTY,08031,US,"11925 E 49TH AVE, DENVER, CO  80239 US",REGULAR URBAN,,01-MAR-00,07-OCT-16,REFRESH,,N,,,N,,Y,,35672396,FRS,110009559423,39.78639,-104.84977,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,DENVER,DENVER COUNTY,80239,CO,08031,10190003,,080319801001031,01,,Denver-Boulder-Greeley-Ft. Collins-Loveland,,,,Denver-Boulder-Greeley-Ft. Collins-Loveland
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,COD980635361,110002972882,FLINT INC CORPORATION,3250 OAKLAND ST UNIT B,,AURORA,ADAMS,08001,CO,COLORADO,UNITED STATES,80010,N,,N,,,08,STATIONARY,N,V,,FLINT,3250 OAKLAND ST,3250,OAKLAND ST,OAKLAND,,,,ST,80011,CO,AURORA,ADAMS COUNTY,08001,US,"3250 OAKLAND ST, AURORA, CO  80011 US",REGULAR URBAN,,01-MAR-00,26-JAN-12,REFRESH,,N,,,,,Y,,36834916,FRS,110002972882,39.76294,-104.85067,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,AURORA,ADAMS COUNTY,80010,CO,08001,10190003,,080010082003013,06,,Denver-Boulder-Greeley-Ft. Collins-Loveland,,,,Denver-Boulder-Greeley-Ft. Collins-Loveland
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,GAD004872602,110002474126,J M HUBER CORP,ONE HUBER RD,,MACON,TWIGGS,13021,GA,GEORGIA,UNITED STATES,31217-9208,N,,N,,TR,04,STATIONARY,N,V,,J M HUBER CORPRT,,,,,,,,,31217,GA,MACON,BIBB COUNTY,13021,US,,IRREGULAR,14-JAN-17,01-MAR-00,01-JUN-17,DSMITH04,,N,Y,NAME MISMATCH -EIS - 1801011,N,,Y,,31901315,FRS,110002474126,32.70897,-83.54459,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,DRY BRANCH,TWIGGS COUNTY,31217,GA,13289,03070103,,132890602001021,08,,,,,,
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,GAR000080002,110069517516,ACTEGA NORTH AMERICA,6680 JONES MILL COURT   SUITE F,,NORCROSS,GWINNETT,13135,GA,GEORGIA,UNITED STATES,30092,N,,N,,,04,STATIONARY,Y,V,,ACTEGA NORTH AMER,6680 JONES MILL CT,6680,JONES MILL CT,JONES MILL,,,,CT,30092,GA,PEACHTREE CORNERS,GWINNETT COUNTY,13135,US,"6680 JONES MILL CT, PEACHTREE CORNERS, GA  30092 US",,,21-SEP-16,,REFRESH,,N,,,,,Y,,35647243,FRS,110069517516,33.94303,-84.25334,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,PEACHTREE CORNERS,GWINNETT COUNTY,30092,GA,13135,03130001,,131350503043001,07,,Atlanta Area,,Atlanta,,Atlanta
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,ILD006277966,110000833448,IDEAL STENCIL MACHINE AND TAPE COMPANY INCORPORATED,102 IOWA AVENUE,,BELLEVILLE,SAINT CLAIR,17163,IL,ILLINOIS,UNITED STATES,62220-3940,N,,N,,,05,STATIONARY,N,V,,IDL STENCIL MACH AND TAPE,102 IOWA AVE,102,IOWA AVE,IOWA,,,,AVE,62220,IL,BELLEVILLE,ST. CLAIR COUNTY,17163,US,"102 IOWA AVE, BELLEVILLE, IL  62220 US",REGULAR URBAN,,01-MAR-00,31-DEC-15,JACK_BURFORD,,N,,,,,Y,,32025913,TRIS,62222DLSTN102IO,38.51727,-89.96842,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,BELLEVILLE,ST. CLAIR COUNTY,62220,IL,17163,07140204,,171635018004005,12,,St. Louis Area,,St. Louis,,St. Louis-St. Charles-Farmington
"32591",PRIMARY,RCRAINFO,PRINTING INK MANUFACTURING,RCRAINFO,ILD005104443,110002024014,RIVERDALE INDUSTRIES LLC,13601 SOUTH ASHLAND AVENUE,,RIVERDALE,COOK,17031,IL,ILLINOIS,UNITED STATES,60827-1001,N,,N,,,05,STATIONARY,Y,V,,RIVERDALE IND,13601 S ASHLAND AVE,13601,S ASHLAND AVE,ASHLAND,S,,,AVE,60827,IL,RIVERDALE,COOK COUNTY,17031,US,"13601 S ASHLAND AVE, RIVERDALE, IL  60827 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,REFRESH,,N,,,N,,Y,,28976257,EIS,2628711,41.647616,-87.659518,EIS,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,12000,20,20,RIVERDALE,COOK COUNTY,60827,IL,17031,07120003,,170318268004016,02,,Chicago-Gary-Lake County Area,,Chicago-Gary-Lake County,,Chicago-Naperville
