"","FACILITYID","NAME","POPULATION","TYPE","SECURELVL","URBAN","STATE","REGION","PFAS_ID_COLUMN","PFAS_NAME","PFAS_INDUSTRY","PFAS_SOURCE","PFAS_LEVEL","LATITUDE","LONGITUDE"
"36","10006855","MAXIMUM CORRECTIONAL CENTER",361,"COUNTY","MAXIMUM","URBAN","TN","EAST SOUTH CENTRAL",1765,"Air National Guard - Berry Field","Military Installment","Unknown",271,36.0884689537825,-86.6856035501468
"37","10003501","OFFENDER RE-ENTRY CENTER",210,"COUNTY","MINIMUM","URBAN","TN","EAST SOUTH CENTRAL",299,"Nashville Air National Guard Base","Military Installment","Firefighting foam used at Nashville Metropolitan Airport / Air National Guard Base",271,36.0896194330736,-86.6816380802817
"38","10003501","OFFENDER RE-ENTRY CENTER",210,"COUNTY","MINIMUM","URBAN","TN","EAST SOUTH CENTRAL",1765,"Air National Guard - Berry Field","Military Installment","Unknown",271,36.0896194330736,-86.6816380802817
"39","10002663","MINNEHAHA COUNTY JAIL",477,"COUNTY","MAXIMUM","URBAN","SD","WEST NORTH CENTRAL",294,"Sioux Falls Regional Airport","Major Airports (FAA Part 139)","Firefighting foam used at Sioux Falls Regional Airport. The Sioux Falls Fire Department was responsible for fire protection at the airport from 1970 to 1991, when the South Dakota Air National Guard took over firefighting responsibilities at the airport, conducting tests and training primarily on its base near the southern end of the airport’s two runways.",633400,43.5529539279718,-96.7305629305678
"40","10002664","MINNEHAHA COUNTY REG JUVENILE DETENTION CENTER",NA,"COUNTY","JUVENILE","URBAN","SD","WEST NORTH CENTRAL",294,"Sioux Falls Regional Airport","Major Airports (FAA Part 139)","Firefighting foam used at Sioux Falls Regional Airport. The Sioux Falls Fire Department was responsible for fire protection at the airport from 1970 to 1991, when the South Dakota Air National Guard took over firefighting responsibilities at the airport, conducting tests and training primarily on its base near the southern end of the airport’s two runways.",633400,43.5060567742862,-96.7446208759156
"41","10004953","SCOTT COUNTY JUVENILE DETENTION CENTER",NA,"COUNTY","JUVENILE","URBAN","IA","WEST NORTH CENTRAL",1281,"Rock Island Arsenal","Military Installment","Unknown",34,41.523798776609,-90.5810218426698
"42","10002158","ST. JOHNS COUNTY DETENTION CENTER",490,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1518,"Washac Industries","Industrial Facilities","Steel/metal/electrical processor",NA,29.9402836900584,-81.3385641790743
"43","10000549","MIAMI-DADE COUNTY METRO WEST DETENTION CENTER",2066,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1526,"City of Miami Fire Rescue Training Center","Industrial Facilities","Unknown",54,25.8094458253761,-80.4183467622498
"44","10002351","BELL CITY JAIL",NA,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",902,"Bishop'S Canyon Landfill","Industrial Facilities","Unknown",115,33.9791074406872,-118.188411601486
"45","10001232","FAIRBANKS YOUTH FACILITY",16,"STATE","JUVENILE","URBAN","AK","PACIFIC",8,"Fairbanks Regional Fire Training Center","Industrial Facilities","Firefighting foam used from 1984 to 2004 in fire training exercises at the Regional Fire Training Center, and at Fairbanks International Airport since the 1980s
",143310,64.8327612315018,-147.764615145752
"46","10001232","FAIRBANKS YOUTH FACILITY",16,"STATE","JUVENILE","URBAN","AK","PACIFIC",11,"NAPA Auto Parts","Industrial Facilities","Five fire departments responded to a fire at the Napa Auto Parts store and warehouse in Fairbanks on May 26, 2011 before ultimately, an ARFF vehicle from Fairbanks International Airport (FAI) was sent to provide foam for fire suppression.",76705,64.8327612315018,-147.764615145752
"47","10001232","FAIRBANKS YOUTH FACILITY",16,"STATE","JUVENILE","URBAN","AK","PACIFIC",1470,"Fairbanks Regional Fire Training Center Burn Pit","Industrial Facilities","Unknown",550000,64.8327612315018,-147.764615145752
"48","10003500","METRO-DAVIDSON COUNTY DETENTION FACILITY",902,"COUNTY","MAXIMUM","URBAN","TN","EAST SOUTH CENTRAL",299,"Nashville Air National Guard Base","Military Installment","Firefighting foam used at Nashville Metropolitan Airport / Air National Guard Base",271,36.0876499541562,-86.6821719308111
"49","10003500","METRO-DAVIDSON COUNTY DETENTION FACILITY",902,"COUNTY","MAXIMUM","URBAN","TN","EAST SOUTH CENTRAL",1765,"Air National Guard - Berry Field","Military Installment","Unknown",271,36.0876499541562,-86.6821719308111
"50","10004119","MERRIMACK COUNTY HOUSE OF CORRECTIONS",232,"COUNTY","MAXIMUM","RURAL","NH","NEW ENGLAND",580,"Corn Hill Road Landfill and Stump Dump","Industrial Facilities","Unknown",807,43.3595314056966,-71.6462612173596
"51","10004119","MERRIMACK COUNTY HOUSE OF CORRECTIONS",232,"COUNTY","MAXIMUM","RURAL","NH","NEW ENGLAND",1197,"Merrimack County Complex UWW Lagoon","Other","Unknown",15,43.3595314056966,-71.6462612173596
"52","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",513,"1339 Hooksett Road","Industrial Facilities","Unknown",81,42.9807945663074,-71.4613005203378
"53","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",525,"Al Lambert's Garage","Industrial Facilities","Unknown",2076,42.9807945663074,-71.4613005203378
"54","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",569,"Alltex Uniform Rental Service Inc","Industrial Facilities","Unknown",1920,42.9807945663074,-71.4613005203378
"55","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",657,"GE Aviation","Industrial Facilities","Unknown",46,42.9807945663074,-71.4613005203378
"56","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",690,"Hooksett Landfill","Industrial Facilities","Unknown",347,42.9807945663074,-71.4613005203378
"57","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",1130,"Auto Wholesaler of Hooksett","Industrial Facilities","Unknown",81,42.9807945663074,-71.4613005203378
"58","10001019","HILLSBOROUGH COUNTY CORRECTIONS CENTER",536,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",1150,"Cintas Corp - 341 Taylor St Facility","Industrial Facilities","Unknown",159,42.9807945663074,-71.4613005203378
"59","10004117","BELKNAP COUNTY HOUSE OF CORRECTIONS",96,"COUNTY","MAXIMUM","URBAN","NH","NEW ENGLAND",612,"Former Burn Dump","Waste","Unknown",82,43.5434341142727,-71.4852089602066
"60","10004117","BELKNAP COUNTY HOUSE OF CORRECTIONS",96,"COUNTY","MAXIMUM","URBAN","NH","NEW ENGLAND",617,"Former EleCentero-Circuits","Industrial Facilities","Unknown",885,43.5434341142727,-71.4852089602066
"61","10004117","BELKNAP COUNTY HOUSE OF CORRECTIONS",96,"COUNTY","MAXIMUM","URBAN","NH","NEW ENGLAND",1133,"Baron Machine Company","Industrial Facilities","Unknown",2,43.5434341142727,-71.4852089602066
"62","10002176","AVON PARK WORK CAMP",496,"STATE","NOT AVAILABLE","RURAL","FL","SOUTH ATLANTIC",80,"Avon Park Air Force Range","Military Installment","Firefighting foam used at Avon Parl Air Force Range",22940,27.6592141904434,-81.3587794726841
"63","10006596","NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER",45,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",538,"Beede EleCenterical Instrument Co","Industrial Facilities","Unknown",16,43.2258265567033,-71.5556474217399
"64","10006596","NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER",45,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",560,"Canterbury Landfill","Industrial Facilities","Unknown",3979,43.2258265567033,-71.5556474217399
"65","10006596","NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER",45,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",649,"Former Vishay Sprague","Industrial Facilities","Unknown",158,43.2258265567033,-71.5556474217399
"66","10006596","NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER",45,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",761,"Old Suncook Road Landfill","Industrial Facilities","Unknown",262,43.2258265567033,-71.5556474217399
"67","10006596","NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER",45,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",1157,"Dot Gully Hill Storage Shed","Other","Unknown",105,43.2258265567033,-71.5556474217399
"68","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",513,"1339 Hooksett Road","Industrial Facilities","Unknown",81,43.0187994002182,-71.4720817911184
"69","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",525,"Al Lambert's Garage","Industrial Facilities","Unknown",2076,43.0187994002182,-71.4720817911184
"70","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",569,"Alltex Uniform Rental Service Inc","Industrial Facilities","Unknown",1920,43.0187994002182,-71.4720817911184
"71","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",657,"GE Aviation","Industrial Facilities","Unknown",46,43.0187994002182,-71.4720817911184
"72","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",690,"Hooksett Landfill","Industrial Facilities","Unknown",347,43.0187994002182,-71.4720817911184
"73","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",1130,"Auto Wholesaler of Hooksett","Industrial Facilities","Unknown",81,43.0187994002182,-71.4720817911184
"74","10004122","JOHN H. SUNUNU YOUTH SERVICES CENTER",60,"STATE","JUVENILE","URBAN","NH","NEW ENGLAND",1150,"Cintas Corp - 341 Taylor St Facility","Industrial Facilities","Unknown",159,43.0187994002182,-71.4720817911184
"75","10006597","CONCORD TRANSITIONAL WORK CENTER",153,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",538,"Beede EleCenterical Instrument Co","Industrial Facilities","Unknown",16,43.2254355204774,-71.55509026394
"76","10006597","CONCORD TRANSITIONAL WORK CENTER",153,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",560,"Canterbury Landfill","Industrial Facilities","Unknown",3979,43.2254355204774,-71.55509026394
"77","10006597","CONCORD TRANSITIONAL WORK CENTER",153,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",649,"Former Vishay Sprague","Industrial Facilities","Unknown",158,43.2254355204774,-71.55509026394
"78","10006597","CONCORD TRANSITIONAL WORK CENTER",153,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",761,"Old Suncook Road Landfill","Industrial Facilities","Unknown",262,43.2254355204774,-71.55509026394
"79","10006597","CONCORD TRANSITIONAL WORK CENTER",153,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",1157,"Dot Gully Hill Storage Shed","Other","Unknown",105,43.2254355204774,-71.55509026394
"80","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",513,"1339 Hooksett Road","Industrial Facilities","Unknown",81,42.9938823033798,-71.4586977029686
"81","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",525,"Al Lambert's Garage","Industrial Facilities","Unknown",2076,42.9938823033798,-71.4586977029686
"82","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",569,"Alltex Uniform Rental Service Inc","Industrial Facilities","Unknown",1920,42.9938823033798,-71.4586977029686
"83","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",657,"GE Aviation","Industrial Facilities","Unknown",46,42.9938823033798,-71.4586977029686
"84","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",690,"Hooksett Landfill","Industrial Facilities","Unknown",347,42.9938823033798,-71.4586977029686
"85","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",1130,"Auto Wholesaler of Hooksett","Industrial Facilities","Unknown",81,42.9938823033798,-71.4586977029686
"86","10006389","CALUMET TRANSITIONAL HOUSING UNIT",69,"STATE","MINIMUM","URBAN","NH","NEW ENGLAND",1150,"Cintas Corp - 341 Taylor St Facility","Industrial Facilities","Unknown",159,42.9938823033798,-71.4586977029686
"87","10001737","SHEA FARM TRANSITIONAL HOUSING UNIT",49,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",547,"Bow Landfill","Industrial Facilities","Unknown",9,43.1800279386026,-71.5518074409972
"88","10001737","SHEA FARM TRANSITIONAL HOUSING UNIT",49,"STATE","MINIMUM","RURAL","NH","NEW ENGLAND",1169,"Fletcher Mountain - 14 Depot St","Other","Unknown",985,43.1800279386026,-71.5518074409972
"89","10000619","CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX",1278,"MULTI","MAXIMUM","URBAN","AZ","MOUNTAIN",1265,"Florence Military Reservation","Military Installment","Unknown",1,33.0441732218426,-111.375498095392
"90","10006060","CHESHIRE COUNTY DEPARTMENT OF CORRECTIONS",94,"COUNTY","NOT AVAILABLE","URBAN","NH","NEW ENGLAND",726,"Marlborough Landfill","Industrial Facilities","Unknown",71,42.915682539445,-72.2322834316133
"91","10003989","ESSEX COUNTY CORRECTIONAL FACILITY",1638,"COUNTY","NOT AVAILABLE","URBAN","NJ","MID ATLANTIC",1647,"Orange Valley Regional Ground Water Contamination","Industrial Facilities","Unknown",NA,40.7212163737216,-74.1273103522376
"92","10004022","ALLEGANY COUNTY DETENTION CENTER",142,"COUNTY","NOT AVAILABLE","URBAN","MD","SOUTH ATLANTIC",1685,"Allegany Ballistics Laboratory","Industrial Facilities","Unknown",NA,39.5989648256934,-78.8229436394315
"93","10000897","GLENDALE CITY JAIL",NA,"LOCAL","MINIMUM","URBAN","CA","PACIFIC",1068,"Scholl Canyon Landfill","Industrial Facilities","Unknown",4415,34.1473539965621,-118.249359034957
"94","10000914","DOROTHY KIRBY CENTER",NA,"COUNTY","JUVENILE","URBAN","CA","PACIFIC",902,"Bishop'S Canyon Landfill","Industrial Facilities","Unknown",115,34.0117259280507,-118.169174834906
"95","10000911","TORRANCE CITY JAIL",NA,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",947,"Edward C. Little Water Reclamation Plant - West Coast Basin Barrier Project - Expansion Phase III","Wastewater Treatment Plants","Unknown",12,33.8398689815161,-118.342288285107
"96","10000911","TORRANCE CITY JAIL",NA,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",954,"Kulis Air National Guard Base","Industrial Facilities","Unknown",148,33.8398689815161,-118.342288285107
"97","10000386","HAMILTON WORK CAMP",265,"STATE","MINIMUM","RURAL","FL","SOUTH ATLANTIC",1537,"Jasper Laundry and Dry Cleaner","Industrial Facilities","Unknown",355,30.506490328203,-82.9598790088085
"98","10003761","YUKON KUSKOKWIM CORRECTIONAL CENTER",170,"STATE","CLOSE","URBAN","AK","PACIFIC",1464,"Bethel Airport","Major Airports (FAA Part 139)","Unknown",25000,60.7862180026383,-161.787347454392
"99","10001543","NORTH BRANCH CORRECTIONAL INSTITUTION",1252,"STATE","MAXIMUM","URBAN","MD","SOUTH ATLANTIC",1685,"Allegany Ballistics Laboratory","Industrial Facilities","Unknown",NA,39.6024730276434,-78.818023823759
"100","10001542","WESTERN CORRECTIONAL INSTITUTION",1606,"STATE","MAXIMUM","URBAN","MD","SOUTH ATLANTIC",1685,"Allegany Ballistics Laboratory","Industrial Facilities","Unknown",NA,39.6067516945048,-78.8154198381893
"101","10001231","FAIRBANKS CORRECTIONAL CENTER",230,"STATE","CLOSE","URBAN","AK","PACIFIC",8,"Fairbanks Regional Fire Training Center","Industrial Facilities","Firefighting foam used from 1984 to 2004 in fire training exercises at the Regional Fire Training Center, and at Fairbanks International Airport since the 1980s
",143310,64.8330644359783,-147.758575664565
"102","10001231","FAIRBANKS CORRECTIONAL CENTER",230,"STATE","CLOSE","URBAN","AK","PACIFIC",11,"NAPA Auto Parts","Industrial Facilities","Five fire departments responded to a fire at the Napa Auto Parts store and warehouse in Fairbanks on May 26, 2011 before ultimately, an ARFF vehicle from Fairbanks International Airport (FAI) was sent to provide foam for fire suppression.",76705,64.8330644359783,-147.758575664565
"103","10001231","FAIRBANKS CORRECTIONAL CENTER",230,"STATE","CLOSE","URBAN","AK","PACIFIC",1470,"Fairbanks Regional Fire Training Center Burn Pit","Industrial Facilities","Unknown",550000,64.8330644359783,-147.758575664565
"104","10000519","ATLANTIC COMMUNITY RELEASE CENTER",44,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1547,"Palm Beach County Fire Rescue","Industrial Facilities","Unknown",1200,26.6828061039942,-80.1928984177267
"105","10005832","NEW BEGINNINGS YOUTH DEVELOPMENT CENTER",NA,"STATE","JUVENILE","RURAL","MD","SOUTH ATLANTIC",108,"Fort Meade","Military Installment","Firefighting foam used at Fort Meade",87000,39.1012641882663,-76.7867177668423
"106","10004589","CITRUS COUNTY DETENTION FACILITY",502,"MULTI","NOT AVAILABLE","RURAL","FL","SOUTH ATLANTIC",1524,"Citrus County Sheriff’s Department Training Facility","Industrial Facilities","Unknown",11000,28.845228935625,-82.4763851665254
"107","10000445","TOMOKA WORK CAMP",292,"STATE","NOT AVAILABLE","RURAL","FL","SOUTH ATLANTIC",1559,"Volusia County Fire Rescue Training Center","Industrial Facilities","Unknown",34000,29.1560129886661,-81.1596937944215
"108","10005791","HILLSIDE - NORTHAVEN TERRACE",12,"COUNTY","JUVENILE","URBAN","NY","MID ATLANTIC",664,"Gonic Mill","Industrial Facilities","Unknown",60,43.1905620571354,-77.5877409923696
"109","10002223","SPRING CREEK YOUTH SERVICES CENTER",47,"STATE","JUVENILE","URBAN","CO","MOUNTAIN",56,"Peterson Air Force Base","Military Installment","Firefighting foam used at Peterson Air Force Base and Colorado Springs Airport ",104000,38.786653873649,-104.774114740901
"110","10004586","RE-ENTRY CENTER OF OCALA",98,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1280,"Ocala Readiness Center","Military Installment","Unknown",27,29.2073682696574,-82.1290714306782
